Country,CTS Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
France,Expenditure on Pollution Abatement,491000000.0332074,720000000.046808,697000000.0438964,663000000.0406582,756000000.0443656,811000000.0459255,1053000000.0569758,1106000000.0569704,1405000000.0705187,1786000000.092232,1873000000.093871,1591000000.077294,1692000000.0810032,1849000000.0873327,1695000000.0788457,1742000000.0792382,1611000000.0721087,1580000000.068778,1818000000.0769262,2466000000.101164,2597000000.1124387,3039000000.1216173
France,Expenditure on Waste Management,4668000000.315707,4799000000.311988,5551000000.349597,6362000000.390147,6912000000.405629,7322000000.414632,7770000000.420421,8014000000.412804,8408000000.422008,8978000000.463638,9550000000.478628,10263000000.498598,10604000000.507658,10878000000.513794,11290000000.525173,11289000000.513502,10925000000.489004,11158000000.485712,11668000000.493715,12072000000.495234,12094000000.523617,13134000000.525608
France,Expenditure on Waste Water Management,2592000000.1753025,2807000000.182486,2875000000.1810646,3082000000.1890025,3439000000.201817,3951000000.223738,4113000000.2225466,4405000000.226903,4732000000.237505,5011000000.258777,4831000000.242121,4939000000.239947,4916000000.23535,4780000000.225771,4601000000.214024,4470000000.203327,4269000000.191081,4430000000.19284,4691000000.198493,5030000000.206347,4751000000.205697,5061000000.202536
Germany,Environmental Protection Expenditures,15051000000.713625,14978000000.689423,13601000000.618755,13536000000.612055,12954000000.572548,12793000000.55906,13380000000.560987,12787000000.511572,12952000000.508621,14274000000.58363,14387000000.561028,15745000000.584543,15741000000.573378,16354000000.581713,16671000000.569475,16796000000.555023,17428000000.55596,17905000000.54803,19390000000.57615,20656000000.594715,23107000000.678535,20740000000.575832
Germany,Expenditure on Biodiversity & Landscape Protection,1138000000.053957,1076000000.0495272,1084000000.049315,1037000000.0468898,940000000.0415466,922000000.0402918,1008000000.0422628,981000000.039247,1004000000.0394268,1073000000.0438724,1082000000.0421932,1209000000.044885,1236000000.0450222,1291000000.045921,1412000000.0482335,1446000000.047783,1492000000.0475957,1613000000.04937,1605000000.0476904,1740000000.050097,1966000000.0577314,2033000000.056445
Germany,Expenditure on Environmental Protection Not Elsewhere Classified,981000000.046513,1234000000.0568,1236000000.0562298,1258000000.0568826,1253000000.0553808,1204000000.0526152,1186000000.0497258,1073000000.0429277,1127000000.044257,1185000000.048452,1169000000.0455856,1199000000.0445135,1148000000.0418167,1205000000.042862,1253000000.042802,1242000000.0410419,1261000000.0402267,1271000000.0389023,1359000000.040381,1433000000.041258,1557000000.045721,1638000000.0454779
Germany,Expenditure on Environmental Protection R&D,607000000.0287802,595000000.0273873,619000000.0281605,628000000.0283961,616000000.0272263,627000000.0274001,668000000.0280074,648000000.0259247,682000000.0267819,820000000.0335279,888000000.034628,940000000.034898,940000000.0342402,1007000000.035819,966000000.0329982,1045000000.034532,1209000000.0385678,1333000000.0407999,1422000000.0422528,1468000000.0422657,1700000000.0499203,1700000000.0471992
Germany,Expenditure on Pollution Abatement,1770000000.0839224,2180000000.100343,2070000000.0941713,2035000000.092016,1978000000.0874248,1820000000.0795348,2213000000.0927854,1862000000.0744934,1957000000.076851,2969000000.121395,2895000000.1128917,3783000000.140446,3519000000.1281824,3532000000.1256337,3698000000.1263223,3741000000.123621,4052000000.129261,4901000000.150008,5493000000.163218,5913000000.170243,7194000000.211251,4295000000.119247
Germany,Expenditure on Waste Management,5202000000.246647,4919000000.226417,4135000000.188115,4270000000.1930757,4138000000.1828933,4306000000.188174,4377000000.183516,4233000000.1693506,4205000000.165129,4365000000.178474,4644000000.181095,4806000000.178426,4992000000.181837,5189000000.184573,5074000000.1733265,5130000000.16952,5215000000.166362,5330000000.163138,5481000000.162861,5769000000.166098,5995000000.176043,6095000000.169223
Germany,Expenditure on Waste Water Management,5353000000.253806,4974000000.228949,4457000000.2027645,4308000000.194794,4029000000.178076,3914000000.1710434,3928000000.1646905,3990000000.159629,3977000000.1561756,3862000000.157908,3709000000.1446342,3808000000.141374,3906000000.142279,4130000000.1469045,4268000000.1457934,4192000000.1385245,4199000000.1339507,3457000000.1058106,4030000000.119746,4333000000.124753,4695000000.137868,4979000000.138238
Greece,Environmental Protection Expenditures,624000000.4455392,689000000.4565635,798000000.4923434,790000000.4453313,971000000.5055133,1177000000.5957654,1681000000.7781544,1847000000.8004959,2199000000.9164486,2087000000.8860867,1748000000.7799253,1749000000.8602712,2092000001.1105154,3058000001.6999846,2621000001.4788194,2598000001.473048,2631000001.507788,2481000001.4024634,2482000001.382283,2511000001.3702593,2704000001.635556,2187000001.196193
Greece,Expenditure on Biodiversity & Landscape Protection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.000491865,8000000.004246713,9000000.005003223,11000000.006206414,4000000.002267972,4000000.002292342,4000000.002261126,4000000.002227692,4000000.00218281,3000000.001814597,4000000.002187825
Greece,Expenditure on Environmental Protection Not Elsewhere Classified,0.0,127000000.08415613,222000000.13696772,180000000.1014679,250000000.13015273,246000000.1245185,0.0,0.0,0.0,0.0,0.0,1000000.000491865,1000000.000530839,1000000.000555914,0.0,0.0,26000000.014900226,28000000.015827883,29000000.01615077,23000000.01255116,23000000.013911907,23000000.012579992
Greece,Expenditure on Environmental Protection R&D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,Expenditure on Pollution Abatement,0.0,0.0,6000000.00370183,33000000.01860245,41000000.02134505,42000000.021259256,10000000.004629115,20000000.008668065,0.0,83000000.03523967,184000000.0820974,304000000.14952683,738000000.3917593,1506000000.8372061,1143000000.644903,1178000000.6679177,1318000000.7553267,1236000000.698688,1084000000.6037047,1123000000.612824,1205000000.728863,638000000.348958
Greece,Expenditure on Waste Management,0.0,467000000.309456,490000000.3023161,507000000.28580123,608000000.3165315,791000000.4003826,1353000000.6263194,1373000000.5950627,1682000000.7009852,1574000000.6682801,1287000000.5742357,1212000000.59614,1134000000.6019716,1245000000.6921127,1168000000.6590083,1172000000.664516,1124000000.644148,1116000000.6308541,1253000000.6978247,1276000000.6963165,1379000000.8341095,1432000000.7832413
Greece,Expenditure on Waste Water Management,0.0,95000000.06295143,80000000.04935773,70000000.03945974,72000000.03748399,98000000.04960494,318000000.1472059,454000000.19676507,517000000.21546334,430000000.182567,277000000.1235923,231000000.1136207,211000000.11200705,297000000.1651064,299000000.1687016,244000000.1383463,159000000.0911206,97000000.05483231,112000000.06237538,85000000.04638472,94000000.05685736,90000000.04922606
Hungary,Environmental Protection Expenditures,85711000000.64328,113132000000.73468,148667000000.85275,122390000000.63965,129920000000.6164,133953000000.59406,170045000000.6993,155571000000.60532,174567000000.6414,157282000000.59445,158860000000.57913,201584000000.70728,199477000000.68976,275234000000.9086,379295000001.15845,415829000001.1902,179381000000.49533,257173000000.6547,272170000000.62723,342388000000.72034,366840000000.7599,393697000000.71246
Hungary,Expenditure on Biodiversity & Landscape Protection,3970000000.0297956,5681000000.036893,8588000000.04926,6668000000.034849,8642000000.041,395000000.0017517,801000000.0032941,12945000000.050367,11215000000.041204,9211000000.034813,13065000000.047628,14400000000.050524,15378000000.053173,18368000000.06064,24127000000.07369,25743000000.073685,19241000000.05313,20393000000.051914,22554000000.051975,30166000000.063465,28180000000.058372,27202743000.04923
Hungary,Expenditure on Environmental Protection Not Elsewhere Classified,13156000000.09874,15827000000.102781,28086000000.1611,25358000000.13253,14491000000.06875,16473000000.073053,10640000000.043756,12371000000.048134,25988000000.09548,39694000000.150024,11623000000.042372,31832000000.111687,35262000000.121925,25128000000.082954,25279000000.077206,23276000000.066624,16446000000.045414,12897000000.032833,18057000000.041615,11500000000.024195,22634000000.046883,48457763000.08769
Hungary,Expenditure on Environmental Protection R&D,0.0,0.0,1000000.00000574,0.0,24000000.000113867,0.0,0.0,0.0,0.0,0.0,1260000000.0045934,1278000000.004484,1309000000.0045261,999000000.003298,650000000.0019852,922000000.002639,733000000.002024,681000000.0017337,980000000.0022584,1843000000.0038774,1588000000.0032895,1600000000.0028956
Hungary,Expenditure on Pollution Abatement,918000000.0068898,4586000000.029781,189000000.0010841,30000000.00015679,8371000000.039716,2652000000.011761,3080000000.012666,112000000.00043577,1925000000.0070727,10932000000.041317,1889000000.0068862,16200000000.056839,5976000000.020663,15311000000.050547,71098000000.21715,43756000000.125244,61857000000.17081,18924000000.048176,5871000000.01353,6446000000.013562,11647000000.024126,10443000000.0189
Hungary,Expenditure on Waste Management,21066000000.158104,21153000000.137367,35936000000.20613,32777000000.171303,33487000000.158875,40101000000.17784,48698000000.20027,41948000000.163216,57873000000.21263,48714000000.18412,55460000000.20218,49860000000.174934,57404000000.19849,87537000000.28899,79613000000.24315,147020000000.4208,49607000000.136986,127610000000.32486,162839000000.37527,191751000000.4034,212491000000.44016,227956000000.41254
Hungary,Expenditure on Waste Water Management,46601000000.349754,65885000000.427864,75867000000.43517,57557000000.30081,64905000000.30794,74332000000.32965,106826000000.43932,88195000000.34315,77566000000.28499,48731000000.18418,75563000000.27547,88014000000.3088,84148000000.29097,127891000000.42221,178528000000.54526,175112000000.50122,31497000000.086975,76668000000.19518,61869000000.14258,100682000000.21182,90300000000.18704,78038000000.14124
Ireland,Environmental Protection Expenditures,805141000.7420928,995339000.815257,1084013000.79708,1174303000.8066542,1380295000.883338,1493620000.8770213,1739439000.9406643,1995782001.0127275,2004212001.0701516,1785515001.0532832,1601143000.956523,1287767000.7500012,1259199000.7170224,1041100000.5801389,1130219000.579347,1194304000.4541495,1225470000.4535317,1223310000.4108334,1294482000.3963132,1353661000.3794904,1433383000.384454,1483447000.3479958
Ireland,Expenditure on Biodiversity & Landscape Protection,79340000.07312712,62130000.050889105,40790000.02999309,99100000.06807394,221720000.14189264,300231000.17628914,349231000.1888593,357882000.18160146,356139000.1901609,384156000.2266153,410322000.2451264,345006000.20093304,360217000.20511746,285587000.1591395,272367000.1396145,287598000.10936284,274550000.1016077,267520000.08984327,293239000.0897768,272781000.07647246,279106000.0748603,280609000.06582695
Ireland,Expenditure on Environmental Protection Not Elsewhere Classified,17570000.016194146,26990000.022106823,22050000.016213473,21070000.01447344,22980000.014706355,25720000.015102226,30380000.01642908,41010000.02080987,51880000.02770139,48480000.02859856,41010000.02449938,61304000.03570372,57717000.03286564,54829000.03055272,55615000.02850809,59146000.02249102,64280000.02378926,73160000.02456987,79124000.02422428,85953000.02409638,87386000.02343819,90271000.02117631
Ireland,Expenditure on Environmental Protection R&D,2570000.002368751,3850000.003153437,5010000.003683878,6550000.004499337,7320000.00468453,7020000.004121992,6970000.003769279,11270000.00571878,11670000.006231211,14810000.008736484,13620000.00813659,14164000.008249177,13538000.007708909,13082000.00728977,14238000.007298358,15483000.00588761,16720000.006187871,19140000.006427933,20892000.006396208,23523000.006594524,23755000.006371435,24012000.005632877
Ireland,Expenditure on Pollution Abatement,41928000.038644746,53798000.044064574,81663000.06004721,88799000.06099796,99691000.06379856,113632000.06672226,148185000.0801364,168180000.08534023,93444000.04989454,102024000.0601844,100454000.06001124,94696000.05515137,85091000.04845315,60594000.03376519,67257000.03447574,79825000.03035448,75460000.02792685,69240000.0232534,75340000.02306579,84470000.02368063,90579000.0242946,91510000.02146696
Ireland,Expenditure on Waste Management,4420000.004073883,2750000.002252455,4380000.003220636,6220000.004272653,20220000.012940057,7190000.004221813,4720000.00255251,18060000.009164255,15320000.008180134,3810000.002247536,5840000.003488817,65203000.037974514,46080000.02623922,33437000.01863232,27021000.013850886,30317000.01152843,40150000.014859036,60970000.02047601,63309000.019382425,65516000.018367,64314000.01724994,64582000.015150025
Ireland,Expenditure on Waste Water Management,659313000.6076841,845821000.6927905,930120000.6839218,952564000.6543369,1008364000.6453158,1039826000.6105634,1199953000.648918,1399380000.7100928,1475759000.7879834,1232236000.7269013,1029898000.6152612,707395000.4119899,696558000.3966392,593571000.3307594,693721000.3555994,721935000.274525,754300000.2791574,733280000.246263,762578000.2334677,821418000.2302793,888243000.2382396,932463000.2187427
Italy,Environmental Protection Expenditures,9512000000.766163,9666000000.741179,10523000000.779331,10659000000.764254,10945000000.753622,11220000000.751186,10731000000.691124,12027000000.74478,12803000000.781767,13210000000.83753,13463000000.835546,14035000000.851248,13962000000.859539,14897000000.923702,14643000000.899776,14936000000.902285,15329000000.903946,15133000000.871418,15289000000.863108,16126000000.897568,16269000000.98186,16968000000.95571
Italy,Expenditure on Biodiversity & Landscape Protection,0.0,2138000000.1639397,2218000000.1642647,2346000000.168209,2385000000.1642203,2592000000.1735363,2547000000.164038,2677000000.165775,2707000000.1652927,2683000000.1701055,2679000000.1662655,2488000000.150902,2338000000.143934,2247000000.139327,2201000000.135246,2290000000.138339,2121000000.1250746,1978000000.1139011,1967000000.1110427,2327000000.12952,2208000000.133256,2260000000.1272926
Italy,Expenditure on Environmental Protection Not Elsewhere Classified,0.0,326000000.02499735,383000000.02836496,428000000.03068775,407000000.02802414,457000000.0305965,458000000.02949727,512000000.0317059,485000000.02961475,568000000.0360119,523000000.03245866,535000000.0324487,502000000.0309045,499000000.03094095,487000000.0299249,511000000.0308695,496000000.02924895,501000000.0288496,298000000.01682293,296000000.01647526,288000000.01738125,513000000.0288943
Italy,Expenditure on Environmental Protection R&D,0.0,1192000000.0914013,1283000000.0950189,1321000000.094716,1369000000.094263,1391000000.0931284,1439000000.092678,1579000000.0977805,1628000000.0994077,1549000000.0982084,1597000000.0991137,1515000000.0918875,1567000000.096469,1475000000.0914588,1434000000.0881157,1349000000.0814931,1215000000.0716481,1130000000.06507,1177000000.0664449,1387000000.0772,1233000000.0744133,1296000000.0729961
Italy,Expenditure on Pollution Abatement,0.0,986000000.0756055,1088000000.0805771,1087000000.0779383,1206000000.0830395,1255000000.0840232,1193000000.0768344,1296000000.0802557,1351000000.0824938,1384000000.0877473,1111000000.0689514,1102000000.0668383,1097000000.0675344,992000000.0615098,765000000.0470073,861000000.052013,703000000.0414557,595000000.0342625,1034000000.0583723,1069000000.0595002,1242000000.0749567,1190000000.067026
Italy,Expenditure on Waste Management,0.0,4822000000.369746,5307000000.393036,5199000000.37277,5311000000.365691,5253000000.351692,4824000000.310687,5740000000.3554535,6380000000.389571,6770000000.429227,7335000000.455229,8219000000.498497,8284000000.509986,9622000000.59662,9641000000.592415,9772000000.590326,10351000000.610395,10459000000.602272,10286000000.580673,10527000000.58593,10679000000.644493,11073000000.623678
Italy,Expenditure on Waste Water Management,0.0,202000000.01548916,244000000.0180706,278000000.0199327,267000000.0183844,272000000.0182106,270000000.01738924,223000000.0138094,252000000.01538745,256000000.01623073,218000000.01352963,176000000.01067472,174000000.0107119,62000000.003844365,115000000.00706646,153000000.00924274,443000000.0261236,470000000.0270645,527000000.02975065,520000000.028943,619000000.0373576,636000000.0358222
Latvia,Environmental Protection Expenditures,23314000.33943409,20510000.274529353,25330000.301319156,29100000.304018244,53730000.48419709,93494000.68432234,111710000.64947769,198427000.87398013,201451000.82131344,24261000.12768943,53535000.29596995,138604000.7013011,159390000.72699636,151421000.66561577,160475000.67923638,161825000.65857142,134655000.53073704,146484000.5428463,168525000.57805982,177170000.57809484,166930000.56669396,188217000.5726711
Latvia,Expenditure on Biodiversity & Landscape Protection,0.0,4380000.058626941,4920000.058527053,3080000.032177876,12770000.11507904,10710000.078391043,14770000.085872218,19518000.085967857,19614000.079966057,4582000.024115781,3914000.021638673,3743000.018938631,3793000.017300315,3881000.017060083,4979000.021074422,6255000.025455673,6208000.024468572,8478000.031418113,10539000.036149964,7638000.024922326,8177000.02775928,8596000.026154283
Latvia,Expenditure on Environmental Protection Not Elsewhere Classified,0.0,1530000.020479274,2540000.030215186,3560000.03719261,6880000.062000297,13177000.096448066,13900000.080814071,19349000.085223492,18864000.076908316,12835000.067552608,12213000.067519959,11490000.058136487,12110000.055235121,19819000.087120276,22713000.096136443,18517000.075357746,9001000.035477065,19991000.07408345,21551000.07392237,24627000.08035639,19612000.066578817,25941000.078928366
Latvia,Expenditure on Environmental Protection R&D,0.0,10000.000133851,20000.000237915,20000.000208947,40000.000360467,40000.000292777,60000.000348838,179000.000788413,286000.001166019,135000.000710526,160000.000884565,62000.000313704,72000.0003284,926000.004070507,967000.004092984,988000.004020816,1098000.004327721,1017000.003768839,1177000.004037243,1161000.003788272,1778000.006035954,1688000.005135927
Latvia,Expenditure on Pollution Abatement,0.0,2880000.038549221,5650000.067210944,6990000.073027063,9000000.08110504,22230000.162710823,25940000.150814172,46194000.203463435,41792000.17038551,-119173000.62722608,-44744000.24736863,28488000.144142058,39651000.18085283,25787000.11335438,37243000.157637015,36676000.149258554,23497000.09261244,25483000.094435927,24145000.082820084,19433000.063408688,19003000.064511385,22756000.069237653
Latvia,Expenditure on Waste Management,0.0,7680000.102797924,6990000.083151239,7850000.082011794,11780000.106157485,16767000.122724801,20560000.11953506,30152000.132805765,34137000.13917617,77039000.40546827,71904000.39752355,82921000.41955924,94472000.4308978,89479000.39333141,80634000.34129643,87228000.3549876,86452000.34074694,82112000.30429395,98902000.33924505,112019000.36551113,109473000.37163894,117419000.35726032
Latvia,Expenditure on Waste Water Management,0.0,4030000.05394214,5210000.061976818,7600000.079399954,13260000.119494759,30570000.22375483,36480000.21209333,83035000.36573118,86758000.35371138,48843000.25706833,10088000.05577183,11900000.060210982,9292000.042381896,11529000.050679129,13939000.05899907,12161000.049491037,8399000.033104306,9403000.034846015,12211000.041885111,12292000.040108042,8887000.030169588,11817000.035954531
Lithuania,Environmental Protection Expenditures,14024000.105037674,12944000.091302814,15823000.104219358,18117000.108811464,76505000.41990264,122716000.58491898,181624000.75508973,255306000.88002262,274652000.84094304,318908001.1856594,375459001.3393035,237781000.75926647,285377000.8541613,187025000.53375325,222606000.60852402,229540000.61463568,206835000.5318476,206318000.48802283,223043000.49004498,257898000.5278316,265950000.53719568,300449000.5424922
Lithuania,Expenditure on Biodiversity & Landscape Protection,0.0,0.0,0.0,0.0,5489000.030126731,10027000.047793137,14556000.060515605,9648000.033256007,16487000.05048071,14500000.053909156,11638000.041514024,14242000.045476606,19827000.059344154,21522000.061421935,23675000.064718857,14970000.040084936,8048000.020694319,14678000.034719216,24546000.053929713,23325000.047738533,17871000.036097854,22473000.04057736
Lithuania,Expenditure on Environmental Protection Not Elsewhere Classified,14024000.105037674,12944000.091302814,15823000.104219358,18117000.108811464,18896000.103711914,21152000.10081983,32452000.13491704,37278000.12849476,38279000.11720453,40046000.148885936,47767000.17039014,41829000.13356558,38292000.11461171,45120000.12876859,45566000.12456091,53468000.14317043,42874000.110244565,48520000.114768796,45797000.10062002,63387000.129732154,56651000.11443005,59994000.10832547
Lithuania,Expenditure on Environmental Protection R&D,0.0,0.0,0.0,0.0,1599000.008776215,2858000.013622498,3325000.013823467,7259000.025021285,6708000.020538885,3056000.01136182,918000.003274607,149000.000475777,95000.000284344,275000.000784826,2480000.00677942,2583000.006916459,88000.00022628,88000.000208154,62000.000136219,78000.00015964,78000.000157553,78000.000140837
Lithuania,Expenditure on Pollution Abatement,0.0,0.0,0.0,0.0,9659000.053014046,8776000.041830314,8754000.036394175,9023000.031101674,8968000.027458666,7373000.027411877,10903000.038892198,-36692000.11716245,9001000.026940875,22393000.063907694,28686000.078417115,16826000.04505472,7840000.020159476,55945000.132331826,48296000.10611054,54771000.11209806,67729000.13680664,75995000.13721696
Lithuania,Expenditure on Waste Management,0.0,0.0,0.0,0.0,25305000.138888128,38961000.18570543,53875000.22398174,84506000.2912865,99053000.30328536,100486000.37359418,114232000.4074781,80129000.2558626,77471000.2318783,75756000.2162011,117103000.32011712,136942000.36668748,146189000.3759048,84351000.19952314,100080000.21988451,111445000.22809093,117008000.2363459,135240000.24419
Lithuania,Expenditure on Waste Water Management,0.0,0.0,0.0,0.0,15556000.08538011,40941000.19514299,68663000.28546187,107591000.37085894,105157000.32197489,153447000.57049644,190002000.677758,138124000.44104838,140690000.42109895,21959000.062669095,5096000.013930615,4751000.012721679,1797000.004620737,2736000.006471711,4261000.00936179,4891000.010010254,6614000.0133597,6669000.012041579
Luxembourg,Environmental Protection Expenditures,173912000.75659966,208462000.8729601,198733000.7945824,213644000.81458944,207129000.7347762,242259000.8000337,237365000.69455743,266418000.7077717,296338000.7406672,342169000.8762173,336803000.79429615,340513000.7682466,360779000.77543193,388515000.7913616,404374000.7807759,422452000.7802609,399719000.7111413,474873000.8163706,531338000.88024956,554772000.884746,668276001.0405847,667508000.9104844
Luxembourg,Expenditure on Biodiversity & Landscape Protection,18047000.078513008,18652000.07810753,19548000.07815761,20886000.079634883,21129000.074953705,24395000.0805618,24381000.071341623,27484000.073014572,40036000.100065984,38481000.098541126,38317000.09036453,39636000.08942455,42118000.09052534,52384000.106700346,53896000.10406381,50949000.09410185,53596000.095352806,55142000.09479652,57716000.09561613,66900000.10669159,70069000.10910572,73163000.09979472
Luxembourg,Expenditure on Environmental Protection Not Elsewhere Classified,8448000.036752805,9276000.038844384,9405000.037603455,9973000.038025409,10472000.037148716,13447000.044407237,10780000.031543527,10806000.028707448,10458000.026138727,11154000.028562868,14839000.034995412,12955000.029228354,13230000.028435592,15441000.031451588,15399000.029732794,16265000.03004115,18004000.03203097,21000000.03610183,20588000.03410744,30751000.04904145,35691000.0555751,36819000.05022131
Luxembourg,Expenditure on Environmental Protection R&D,299000.001300792,356000.001490794,446000.001783215,424000.001616642,401000.001422521,439000.001449749,457000.001337235,454000.001206106,464000.001159722,867000.002220191,909000.002143731,972000.002192973,983000.002112788,1101000.002242614,1196000.002309268,1311000.002421392,736000.00130942,744000.001279036,765000.001267349,1067000.001701643,1136000.001768886,1177000.001605434
Luxembourg,Expenditure on Pollution Abatement,14810000.064430524,30315000.126947768,15646000.062556475,17648000.06728892,17212000.061058413,20387000.067325823,20096000.05880322,24137000.064122863,25254000.06311985,53523000.137060285,61577000.14521953,43005000.0970255,46126000.09913984,66362000.135171965,69284000.13377537,80718000.14908464,26323000.04683133,64882000.1115409,77852000.12897475,87998000.14033851,154821000.2410746,128321000.17503051
Luxembourg,Expenditure on Waste Management,66795000.29058992,71563000.2996788,76229000.3047819,75654000.28845626,80244000.28466019,82992000.27407195,83083000.24311046,84157000.22357327,87766000.21936235,94091000.24094574,95730000.22576393,98538000.22231598,101979000.21918617,88560000.18038681,87983000.16987988,93797000.1732413,102373000.18213211,95985000.16501114,101442000.1680555,107712000.17177825,123566000.19240686,142602000.1945099
Luxembourg,Expenditure on Waste Water Management,65514000.28501697,78299000.32788663,77458000.30969574,89058000.3395635,77671000.27553265,100598000.33221382,98569000.28842428,119380000.31714743,132360000.3308206,144052000.36888456,125430000.29580663,145407000.32805923,156343000.33603218,164667000.33540824,176616000.3410148,179413000.33137247,198686000.35348287,237120000.4076412,272976000.45223004,260344000.41519454,282993000.44065356,285426000.3893226
Malta,Environmental Protection Expenditures,30969000.74563942,42675000.99572149,40226000.89082332,63645001.32939337,65470001.33733724,74892001.4516055,82522001.52733582,94276001.62817772,97636001.57324637,97896001.56392281,130497001.91462372,93699001.3531327,108650001.4753288,110671001.39307898,131503001.502702,186686001.8674744,109619001.03991698,113292000.94877985,174836001.34956878,170786001.21573964,186337001.4252646,194669001.32596424
Malta,Expenditure on Biodiversity & Landscape Protection,0.0,2247000.052428499,3435000.076069659,12227000.255393082,11489000.234682566,13389000.259514313,13026000.24108815,13761000.237657024,14710000.23702788,14140000.22589144,17785000.26093767,17515000.25293887,16880000.22920893,18036000.227029417,18400000.21025921,18209000.182149928,19100000.181194995,22697000.19007923,28379000.219059072,41860000.29798029,38962000.29801467,43457000.296002075
Malta,Expenditure on Environmental Protection Not Elsewhere Classified,0.0,1571000.036655617,1322000.0292763,8486000.17725245,1866000.038116256,3959000.076735915,2103000.038922799,1457000.025162872,5291000.085255915,3460000.055274709,6023000.088368151,8678000.125321355,6922000.093991956,3859000.048575433,3363000.038429441,3510000.035111552,7646000.072534918,7007000.058681111,16262000.12552728,10006000.071227683,8287000.063386058,19727000.134368062
Malta,Expenditure on Environmental Protection R&D,0.0,0.0,0.0,0.0,0.0,0.0,27000.000499722,82000.001416167,18000.000290041,25000.000399384,66000.000968338,93000.001343038,169000.002294805,32000.000402802,44000.000502794,152000.0015205,12000.00011384,32000.000267989,121000.000934006,37000.000263384,61000.00046658,31000.000211153
Malta,Expenditure on Pollution Abatement,0.0,2656000.061971559,255000.005647093,22000.000459528,31000.000633228,17000.000329505,558000.01032759,277000.004783882,200000.003222677,233000.003722256,310000.004548253,4024000.058111677,5616000.076258137,4357000.054844043,8026000.091714153,8184000.081866934,1933000.018337692,2200000.018424211,3515000.02713248,6354000.045230931,11213000.085766606,21235000.144639622
Malta,Expenditure on Waste Management,0.0,18329000.42766442,18543000.410643287,23371000.48816486,35817000.73162377,37712000.73095853,46910000.86822087,53771000.928642966,56866000.9163037,37208000.5944108,48752000.71527878,44795000.64689676,51679000.70173509,52860000.66537896,65265000.7457917,104248001.04282309,60773000.57653212,60412000.50592883,72154000.55696072,93629000.66649777,106834000.81715773,91707000.62465109
